Sentence,Source,label
هذا البرنامج لايعمل وش المشكله ياناس ياعالم وش فيه,Companies,Neutral
يا جماعه الرمز السري مكون من كم رقم ارجو مساعدكم علشان اعرف وش الغلط,Companies,Polite
رساله خطأ تقول اسم المستخدم لازم مو اقل من 6رموز وانا اسم المستخدم حقي من 5رموز ايش الحل,Companies,Neutral
شكرا أسود الأطلس شكرا رونار المنتخب الوحيد في العالم الذي لم تتلقى شباكه أي هدف خلال تصفيات كاس العالم ⁦🇲🇦⁩ مبروك للمغرب وملك وشعب المغرب وكل واحد يحب ويشجع المغرب ❤️⁩ الحمد لله المغرب في مونديال روسيا ⁦🇲🇦⁩⁦🇲🇦⁩⁦🇲🇦⁩🏆🏆🏆 #المغرب_الكوديفوار #CIVMAR #CM2018 https://t.co/tgcwVlEcYl,Tweet,Polite
التحديث الجديد لا يعمل الإصدار السابق كان افضل,Companies,Neutral
ما عجبني,Shein,Neutral
عبدالرحمن  ارجووووك  اترك  التصنع  بالكلام,Youtube,Polite
جميله ولونها تحفه,Shein,Neutral
خدمة سداد الفواتير لا تعمل أو غير موجودة,Companies,Neutral
واسع وغير مخصر وليس مطابقا لصورة بتاتا,Shein,Neutral
يطلب الحديث لا يعمل,Companies,Neutral
يجنن لميكب عجبني,Shein,Neutral
جووووووووول.. محمد صلاح يُحرز الهدف الثاني بطريقة R2 🔥⚡واحتفال خرافي مع ساديو ماني 😲😲 https://t.co/TA7LfWPJkm,Tweet,Neutral
بس اغلب الفصل هاذي الايام مش عشان تقصير في العمل بل عشان يوظف أقاربه واصحابه مرت على كثير من هذي الحالات وبزيادة اخر ٨ سنوات يتم الفصل لأنك لست معرفه او لست من مدينته او ليس لديه مصلحه منك توجه سوق العمل إلى الأسوء لاينظرون إلى ماقد تقدم وإنما إلى من تكون الشهادات والخبرات والاجتهادات الشخصيه ٨٠ بالمئة من الشركات لاتنظر إليها عشان كذه راح نشوف إقفال وهلاك شركات كبرى خلال ٣٠ سنه القادمة,Youtube,Neutral
ايش فايدة التحديث وانت ماتقدر تستخدم التطبيق ..افيدونا بطريقة الدخول ..معقولة مشكلة لها اسبوع او اكثر تقريبا والى الان لم تعالج,Companies,Neutral
التحديث الاول كان احسن,Companies,Neutral
وأنا قارئ عليه من حصار قطر في شهر رمضان !,Tweet,Neutral
حكمتو علينا نشتري جوال حديث للاصدار الجديد من الأهلي والان من يومين لا عارف ادخل ولا أعمل أي عمليه بنكيه .ارجو التوضيح والافاده,Companies,Polite
صار سيء جدا ولا يتجاوب لازم حل,Companies,Neutral
"#وليد_فارس ، احد مستشاري حملة ترامب واحد النابحين الذين وظفتهم دول #حصار_قطر لخدمتها .. #لبنان https://t.co/1boL9nrPLA",Tweet,Neutral
شو هذا القرقعان؟؟,Youtube,Neutral
البرنامج مايشتغل فيه مشكله مل ما اسجل دخل يقول حاول مرة اخرى او يدخل ع الحساب وكل ما اجي انفذ اي عمليه يطلب المحاوله مرة أخرى وما ينفذ اي عمليه ش السالفه,Companies,Neutral
ايييي والله انها ازمه طقااقاااات😂😂 #علم_قطر #قولوا_ل_قطر https://t.co/8RtCklBJOP,Tweet,Neutral
"الشَّبابُ لَنْ يَكِلَّ ، هَمُّهُ أَنْ تَسْتَقِلَّ أَويَبيدْ #منتدي_شباب_العالم_٢٠١٧ https://t.co/cKiPgq5Ou",Tweet,Neutral
#إسراء_عبد_الفتاح المجاهده مازالت تجاهد من اجل الفقراء https://t.co/auV5vITIfn #تصفيات_كاس_العالم #اسطوانه_البنت #السيسي_لايعرف_المستحيل https://t.co/Nv6RmE2YG,Tweet,Neutral
شركة مفخرة ومؤسسين يشكلون نموذج رائع الله يوفقهم لكل خير,Youtube,Polite
التطبيق مايدخلني يقولي خطا حاول في وقت لاحق لي يوم ماجل تحويل عشان تطبيق صيانته تعبانه للاسف,Companies,Neutral
اتمنى تستضيفون مزيد من الشيوخ الربانيين,Youtube,Neutral
يناسب إلى رجلهم نحيفه,Shein,Neutral
عجييييييبه الحلقه الله يبارك للشيخ و يبارك في جهودكم,Youtube,Polite
حسبي الله ونعم الوكيل على من يقطع ارزاق الناس ويبرر لنفسه انه اهمال... الموظف عنده عائله و التزامات نصف الموجودين على رأس العمل مايفقهون شيء بس علاقتهم حلوه مع روؤسائهم,Youtube,Impolite
خط قناة الجزيرة مع السعودية ومع غيرها..تهاجم وتستضيف من يهاجم السعودية من أول يوم في تأسيسها..بعد الربيع العربي توقفت تماماً وأصبح تثني على السعودية في كل مناسبة وغير مناسبة..بعد الأزمة مع قطر رجعت لسابق عهدها!..,Tweet,Neutral
#عيد_ميلاد_الزعيم_السيسي كــــل لحظـــــه وكــــــل دقيقه وكل  ساعه  انت بـخير مصر هتكون بخير وسلام كل ساعة انت بخير هتكون ساعات في بناء مصر فأنت لها الراعي والحامي انت سيدي فخامة الرئيس عبد الفتاح السيسي انشاءالله كل ايامك افراح  وعقبال الــــــــــــــــف سنه https://t.co/XkzMz2eCDK,Tweet,Polite
تعبو اجدادنا ربي يرحمهم جد ابي كان واحدا من العلماء المسلمين يعلم القرآن واللغة وقت الاستعمار والثورة والآن شيدو مسجدا يإسمه في البلدية التي ولد فيها,Youtube,Neutral
يا بنت ابوكي موززز وشاطر وراجل  يوقف مع الحق المفروض تفتخري فيه  🫡🫡,Youtube,Neutral
#اتعلمت _من_ثورة_يناير https://t.co/E9fMtfWGlA,Tweet,Neutral
اعشقه يابنات خيالي ودرجتي رسكي بزنس استخدمه من انا سمراء فاتحه ومرا ناسبني عشق,Shein,Neutral
هذا الربيع العربي !!؟ هذي الحريه اللي يستميتون أعداءنا وراءها بقيادة قطر والجزيره !!؟,Tweet,Neutral
معد هذا البرنامج هل هو ابن الفنان عبدالرحمن العقل ؟,Youtube,Neutral
عادي مومياء زي مكرم محمد أحمد يقول كده ده قال خراب العراق كان بسبب ثورات الربيع العربي اللي حملها مسؤولية الخراب اللي سببته الثورات المضادة,Tweet,Neutral
#المواجهة| #نقيب_الصحفيين: #منتدى_شباب_العالم يرسخ مبدأ الحوار والتعايش مع الآخر 🇪🇬🌏 #eXtranews | | #WeNeedToTalk|,Tweet,Neutral
اهداف مباراة المغرب وساحل العاج السبت 11-11-2017 تصفيات كاس العالم https://t.co/yit5kt8aqP https://t.co/i2FG2RiNwe,Tweet,Neutral
وش قرقعان؟,Youtube,Neutral
سيء جدا بعد اخر تحديث مش عارف اسجل دخول,Companies,Neutral
محمد صلاح واخد ساوثهامبتون وفان ديك الل ليفربول عاوز يجيبه ورا مصنع الكراسى ياريت ميجيبوش فان ديك بقى,Tweet,Neutral
و الأمازبغية أين ذهبت يا حبيبي. لعلمك بعد الإستقلال سبعين بالمئة من الشعب الجزائري كان يتحدث الأمازبغية و الرئيس بومدين هو من عربها.  معلوماتك خاطئة و ليس لك أي دليل علمي أنت تتحدث كي تتحدث.,Youtube,Impolite
ولي العهد السعودي محمد بن سلمان يعتزم تعيين اول امرأة كوزيرة بالإضافة إلى السماح للنساء بدخول سلاح الجو.,Tweet,Neutral
#مبتدا شباب «محاكاة مجلس الأمن» بـ #منتدى_شباب_العالم يشيدون باهتمام الرئيس https://t.co/c2cyJL8Gyj,Tweet,Neutral
يمشي الحال هوا زي المويا,Shein,Neutral
#خالد_علي نصاب وعايز يركب علي ثورة 25 ينايرابو صباع الع*ص,Tweet,Neutral
اهداف مباراة الجزائر ونيجيريا 1-1 ◄ تصفيات كأس العالم 2018 - افريقيا https://t.co/KaepMA3Ni1 عبر,Tweet,Neutral
"وما فائدة هذا علي انا كمسلم؟
إذاعة ثمانية خذلانكم في ازدياد
هل أصبح طرحكم يعتمد على المشاهدات وما يروج اعتماد كلي دون النظر إلى ما سيعود على المتلقي؟",Youtube,Neutral
روحي تحب الكويت . رحم الله الشيخ جابر الاحمد . و رحم الله الشيخ سعد العبد الله و جميع شهداء الكويت.  ولدت على تراب الكويت و كم اتمنى ان ادفن في تراب الكويت .,Youtube,Polite
حلو اعجبني مع فتسان ناعملايك يحلوات,Shein,Polite
افشل نت الي قبل . وما يفتح . وطلع فجأ,Companies,Impolite
"استاذ احمد وقت الربيع العربي افتتن كثير من الاعلاميين بشعاراته الكاذبه ولو ترجع لتغريدات اعلامين ينافحون الان تجد فيها تصريح او تلميح بتمني ان يصل الربيع عندنا ، ولعل عمر ممن انساق خلف الاكاذيب ، والان عاد الى صوابه ، اتمنى منك التوقف عن امتحانه",Tweet,Polite
ساعتين ثريه بالمعلومات ممتعه ما تحس بالملل شكرًا,Youtube,Polite
حلووو عجبني مبدائيا سلس وسهل الاستخدام ولا تنسو حتى انتم بعلقو بأمانة لانه احنا نعتمد على بعد ف شراء المنتجات,Shein,Neutral
التطبيق سيء ما يحول ومتعطل نظام السداد طفرالبنك ما يقدر يزبط برنامجه,Companies,Neutral
سي لي الغايه,Companies,Neutral
ليش هيكً لابس و قاعد ؟ ما حلو,Youtube,Impolite
الأيام بقت تعدي أسرع من محمد صلاح 😂🔗,Tweet,Neutral
